NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,10,75,337,79,79,-10.6,15,1,79,2,-2.9,-2.6,8,0,-,3,-,2,490,180,130,69,190,4,3,0,0.3,-,-,-,-,12,0,50,-,50,16,0,3,0,0,0,1,0,0,2,-4.1,0,20,23,0,-,1,-,1
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,10,70,299,70,80,-9.5,13,0,65,1,-2.8,-2.5,7,0,-,3,-,3,770,230,140,87,140,3,2,0.2,0.3,-,-,-,-,12,0,48,-,48,16,0,2,0,0,0,Tr,0,0,2,-4.1,0,33,27,1,-,2,-,2
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,10,0,895,211,40,-,27,1,100,3,-,-,23,0,-,21,-,9,2800,320,120,95,340,7,4,0.2,1,-,-,-,-,Tr,-,-,-,Tr,Tr,0,2,0,0,0,2,0,0.1,2,-6.1,0,45,49,0,-,0,-,7
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,10,60,174,41,88,5,7,1,27,1,1,1,4,0,-,3,0,2,510,170,160,69,94,5,1,0,0,27,21,4,6,3,4,28,0,30,6,0,1,0,0,0,0,0,0,1,2,0,19,21,1,13,1,-,1
1525,＜貝類＞　ほたてがい　生,10,50,279,66,82,10,14,0,33,1,-1.5,-1.4,6,0,-,2,-,2,320,310,22,59,210,2,3,0,0,-,-,-,-,10,1,150,0,150,23,0,1,0,0,0,1,0,0,2,3,0,11,87,1,-,3,-,1
1526,＜貝類＞　ほたてがい　水煮,10,60,379,89,77,-12.7,18,1,52,2,-1.9,-1.7,8,0,-,2,-,2,250,330,24,57,250,3,3,0,0,-,-,-,-,15,2,230,0,230,34,0,2,0,0,0,2,0,0,2,-4.1,0,18,83,1,-,2,-,1
1527,＜貝類＞　ほたてがい　貝柱　生,10,0,347,82,78,12,17,0,35,0,-3.5,-3.1,8,0,-,4,-,1,120,380,7,41,230,0,2,0,0,2,18,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,2,61,0,2,2,-,0
1528,＜貝類＞　ほたてがい　貝柱　焼き,10,0,521,123,68,18,24,0,52,0,-4.6,-4.2,12,0,-,5,-,2,150,480,13,56,320,0,2,0,0,-,-,-,-,1,0,0,0,0,1,0,1,0,0,0,Tr,0,0,3,6,0,2,41,0,-,1,-,0
1529,＜貝類＞　ほたてがい　貝柱　煮干し,10,0,1279,301,17,-46.9,66,1,150,1,-7.6,-6.8,27,0,-,8,-,8,2500,810,34,120,610,1,6,0,0.1,-,-,-,-,Tr,-,-,-,Tr,Tr,0,3,0,0,0,0,0,0.3,5,-14,0,5,22,1,-,0,-,6
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,10,0,371,87,76,-13.9,20,0,62,1,-1.5,-1.4,8,0,-,2,-,2,390,250,50,37,170,1,3,0,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,1,0,0,0,0,Tr,0,1,-3.7,0,3,7,0,-,0,-,1
1531,＜貝類＞　ほっきがい　生,10,65,278,66,82,-8,11,0,51,1,-3.8,-3.4,8,0,-,4,-,2,250,260,62,75,160,4,2,0,0,-,-,-,-,6,-,-,-,10,7,0,1,0,0,0,0,0,0,2,-3.5,0,48,45,0.2,-,2,-,1
1532,＜貝類＞　みるがい　水管　生,10,80,325,77,79,-13.2,18,0,36,0,-0.3,-0.3,6,0,-,0,-,2,330,420,55,75,160,3,1,0,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,1,0,0,0,0,Tr,0,2,-4.6,0,9,13,1,-,1,-,1
1533,＜えび・かに類＞　（えび類）　あまえび　生,10,65,358,85,78,15,20,1,130,2,-0.1,-0.1,4,0,-,0,-,2,300,310,50,42,240,0,1,0,0,18,33,Tr,1,3,0,0,0,0,3,0,3,0,0,0,0,0,0,1,4,0,2,25,0,2,Tr,-,1
1534,＜えび・かに類＞　（えび類）　いせえび　生,10,70,365,86,77,17,21,0,93,0,(Tr),(Tr),4,0,-,Tr,-,2,350,400,37,39,330,0,2,1,0,-,-,-,-,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,5,0,0,15,0,-,1,-,1
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,10,55,383,90,76,18,22,0,170,1,(Tr),(Tr),4,0,-,Tr,-,2,170,430,41,46,310,1,1,0,0,4,35,0,1,0,0,49,0,49,4,0,2,0,0,0,0,0,0,4,7,0,2,23,1,3,Tr,-,0
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,10,55,492,116,69,-23.3,28,0,240,1,(Tr),(Tr),5,0,-,Tr,-,2,200,500,61,57,390,1,2,1,0,-,-,-,-,0,0,56,0,56,5,0,2,0,0,0,0,0,0,5,-8.6,0,2,17,1,-,Tr,-,1
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,10,55,410,97,74,-19.5,24,0,200,0,(Tr),(Tr),4,0,-,Tr,-,2,180,400,55,49,330,1,2,1,0,-,-,-,-,0,0,53,0,53,4,0,3,0,0,0,0,0,0,4,-7,0,2,15,1,-,1,-,1
1538,＜えび・かに類＞　（えび類）　さくらえび　生,10,0,331,78,79,12,17,1,200,2,-0.1,-0.1,5,-,-,0,-,3,270,310,630,69,330,0,1,0.9,0,110,64,1,3,1,Tr,6,0,6,2,0,2,0,Tr,0,0,0.1,0,2,5,0.1,5,94,0,5,1,-,1
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,10,0,335,79,76,-,18,1,230,2,(Tr),(Tr),1,-,-,Tr,-,5,830,250,690,92,360,1,1,2,0,-,-,-,-,6,0,3,0,3,7,0,3,0,0,0,0,0.1,0,1,-4.2,0,4,41,0,-,0,-,2
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,10,0,1181,278,19,-,65,2,700,4,-0.1,-0.1,2,-,-,0,-,12,1200,1200,2000,310,1200,3,5,3,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,-7.2,0,-0.1,0,0,0,0,6,-17,0,11,230,1,-,0,-,3
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,10,0,1047,247,23,-,59,1,700,3,-0.1,-0.1,2,-,-,0,-,15,3400,680,1500,260,860,3,4,3,0.2,-,-,-,-,Tr,-,-,-,0,(Tr),0,-3.4,0,-0.1,0,0,0,0,4,-14,0,4,82,1,-,0,-,9
1542,＜えび・かに類＞　（えび類）　大正えび　生,10,55,379,89,76,-17.9,22,0,160,0,-0.1,-0.1,4,0,-,0,-,2,200,360,34,45,300,0,1,1,0,-,-,-,-,6,0,4,0,4,6,0,2,0,0,0,0,0,0,2,-5.8,0,2,45,1,-,1,-,1
1543,＜えび・かに類＞　（えび類）　しばえび　生,10,50,330,78,79,16,19,0,170,0,-0.1,-0.1,3,0,-,0,-,2,250,260,56,30,270,1,1,0,0,-,-,-,-,3,0,20,0,20,4,0,2,0,0,0,0,0,0,2,6,0.1,1,57,0,-,2,-,1
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,10,20,348,82,79,17,20,0,160,1,-0.7,-0.6,3,0,-,1,-,1,140,270,68,37,220,1,1,0,0.1,10,27,2,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,1,38,0,2,1,-,0
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,10,10,810,194,62,17,20,10,160,10,7,7,9,1,-,7,-,1,140,250,96,36,200,1,1,0,0,9,28,1,-,0,0,16,0,16,1,0,4,0,5,0,13,0,0,3,7,0.1,1,34,0,2,Tr,-,0
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,10,15,326,77,80,-15.2,18,0,150,0,-0.3,-0.3,4,0,-,0,-,1,150,230,67,36,210,0,1,0,0,4,26,2,1,1,0,0,-,0,1,0,1,0,0,0,0,0,0,3,-5.5,0,1,15,1,2,Tr,-,0
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,10,0,876,207,24,-,49,1,510,3,-0.3,-0.3,2,-,-,0,-,24,1500,740,7100,520,990,15,4,5,4,-,-,-,-,14,0,5,0,5,14,0,3,0,0,0,0,0.1,0,4,-12,0,11,46,1,-,0,-,4
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,10,0,1015,239,32,-,26,1,230,2,-,-,31,-,-,30,-,10,1900,350,1800,110,440,4,3,2,1,-,-,-,-,Tr,-,-,-,0,(Tr),0,6,0,0,0,0,0,0,5,-9.1,0,6,35,1,-,0,-,5
1549,＜えび・かに類＞　（かに類）　がざみ　生,10,65,258,61,83,-10.7,14,0,79,0,-0.3,-0.3,4,0,-,0,-,2,360,300,110,60,200,0,4,1.1,0,-,-,-,-,0,0,7,0,7,1,0,2,0,0,0,0,0,0,4,-6.3,0,5,22,1,-,Tr,-,1
1550,＜えび・かに類＞　（かに類）　毛がに　生,10,70,286,67,82,12,16,0,47,1,-0.2,-0.2,4,0,-,0,-,2,220,340,61,38,260,1,3,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,2,0,0,0,0,0,0,2,5,0,2,13,0,-,Tr,-,1
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,10,60,330,78,79,-13.7,18,0,53,1,-0.2,-0.2,5,0,-,0,-,2,240,280,66,39,200,1,4,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,4,0,0,0,0,0,0,2,-5.1,0,3,10,0.4,-,Tr,-,1
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,10,70,249,59,84,11,14,0,44,0,-0.1,-0.1,4,0,-,0,-,2,310,310,90,42,170,1,3,0,0,58,97,1,2,Tr,-,-,-,0,(Tr),0,2,0,0,0,0,0,0.6,8,10,0,4,15,0,3,Tr,-,1
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,10,55,274,65,83,-11.2,15,0,61,1,-0.1,-0.1,4,0,-,0,-,2,240,240,120,55,150,1,3,1,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,3,0,0,0,0,0,1,6,-8.3,0,7,9,1,-,Tr,-,1
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,10,0,291,69,81,-12.1,16,0,70,0,-0.2,-0.2,5,0,-,0,-,2,670,21,68,29,120,1,5,0,0.1,-,-,-,-,0,-,-,-,0,0,0,2,0,0,0,0,0,0,0,-2.5,Tr,0,1,0,-,0,-,2
1555,＜えび・かに類＞　（かに類）　たらばがに　生,10,70,239,56,85,10,13,1,34,1,-0.2,-0.2,3,0,-,0,-,2,340,280,51,41,220,0,3,0,0,43,25,1,1,0,0,7,0,7,1,0,2,0,0,0,0,0,0,2,4,0,6,21,1,5,1,-,1
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,10,60,328,77,80,14,18,1,53,2,-0.3,-0.3,3,0,-,0,-,2,310,230,48,51,190,0,4,0,0,62,35,1,2,0,0,8,0,8,1,0,3,0,0,0,0,0,0,2,5,0,10,15,0,5,Tr,-,1
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,10,0,360,85,77,-15.3,21,0,60,0,-0.1,-0.1,6,0,-,0,-,2,580,90,52,34,220,0,6,1,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,3,0,0,0,0,0,0.1,0,-3.3,0,6,4,0,-,0,-,2
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,10,0,246,58,55,-,8,0,36,0,-,-,6,-,-,5,-,31,7500,250,4000,530,200,2,2,1,4,-,-,-,-,Tr,-,-,-,Tr,Tr,0,2,0,0,0,1,0.1,0.5,2,-3.2,0,2,7,0,-,0,-,19
1559,＜いか・たこ類＞　（いか類）　あかいか　生,10,25,343,81,79,13,18,1,280,2,(Tr),(Tr),5,0,-,Tr,-,1,200,330,12,46,280,0,1,0,0,5,28,1,1,4,0,0,0,0,4,0,2,0,0,0,0,0,0,2,5,0.1,2,2,0,4,1,-,1
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,10,20,325,77,80,-12.7,18,0,350,1,-0.1,-0.1,6,0,-,0,-,1,210,330,12,46,260,0,1,0,0,-,-,-,-,7,0,0,0,0,7,0,2,0,0,0,0,0,0,3,-5,0,3,4,0,-,2,-,1
1561,＜いか・たこ類＞　（いか類）　こういか　生,10,35,272,64,83,11,15,1,210,1,-0.1,-0.1,4,0,-,0,-,1,280,220,17,48,170,0,2,0,0,4,23,0,0,5,Tr,Tr,-,Tr,5,0,2,Tr,Tr,Tr,0,0,0,1,3,0,1,3,1,2,1,-,1
1562,＜いか・たこ類＞　（いか類）　するめいか　生,10,30,321,76,80,-13.4,18,0,250,1,-0.1,-0.1,5,0,-,0,-,1,210,300,11,46,250,0,2,0,Tr,7,41,Tr,1,13,0,0,0,0,13,0,2,0,Tr,0,-,0,0,4,-6.5,0,5,5,0,5,1,-,1
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,10,0,415,98,75,-16.1,22,0,310,1,-0.1,-0.1,8,0,-,0,-,1,230,310,14,52,280,0,2,0.4,0,10,42,0,0,16,0,0,0,0,16,0,3,0,Tr,0,-,0,0,5,-8,0,5,5,0,5,1,-,1
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,10,0,460,108,72,-17.3,24,0,350,1,-0.1,-0.1,9,0,-,0,-,2,330,360,14,57,300,0,2,0,Tr,10,46,0,Tr,22,0,0,0,0,22,0,3,0,Tr,0,-,0,0,6,-9.1,0,5,7,0,6,1,-,1
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,10,0,329,78,80,14,19,0,210,1,-0.1,-0.1,5,0,-,0,-,1,200,330,10,48,280,0,1,0,0,6,40,Tr,-,12,0,0,0,0,12,0,2,0,Tr,0,-,0,0,5,8,0,4,6,0,5,2,-,1
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,10,0,339,80,79,14,19,0,180,1,-0.1,-0.1,5,0,-,0,-,1,200,340,10,48,270,0,2,0,0,6,38,1,-,11,0,0,0,0,11,0,2,0,Tr,0,-,0,0,5,7,0,4,2,0,5,2,-,1
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,10,0,734,175,65,13,17,10,150,11,9,8,10,1,-,6,-,1,180,280,26,40,230,0,1,0,0,5,31,Tr,-,10,0,13,0,13,11,0,3,0,4,0,6,0,0,4,7,0,4,3,0,4,1,-,0
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,10,0,317,75,81,13,17,1,290,1,0,0,4,0,-,0,-,1,230,270,13,45,210,0,2,0,0,8,42,Tr,-,15,0,0,0,0,15,0,2,0,Tr,0,-,0,0,3,5,0,6,4,0,4,1,-,1
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,10,0,310,74,83,8,12,2,240,4,-0.2,-0.2,5,0,-,0,-,2,270,290,14,39,170,1,1,3,0,-,-,-,-,1500,-,-,-,Tr,1500,0,4,0,0,0,Tr,0,0,3,5,0,14,34,1,-,5,-,1
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,10,0,386,91,78,-11.5,18,2,380,3,-0.4,-0.4,8,0,-,0,-,1,240,240,22,32,200,1,2,3,0,-,-,-,-,1900,-,-,-,Tr,1900,0,5,0,0,0,1,0.2,0.3,2,-5.3,0,14,29,1,-,Tr,-,1
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,10,0,1291,305,23,-,43,3,930,8,-,-,25,0,-,21,-,5,1500,240,55,56,650,10,5,12,0,-,-,-,-,150,-,-,-,Tr,150,0,2,0,0,0,1,0.4,0.5,5,-12,0,27,25,1,-,0,-,4
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,10,0,1037,245,40,-,27,4,390,7,-,-,26,0,-,23,-,4,1200,96,26,31,270,3,3,6,0,-,-,-,-,690,-,-,-,Tr,690,0,2,0,0,0,1,0,0,1,-5.9,0,17,10,1,-,0,-,3
1573,＜いか・たこ類＞　（いか類）　やりいか　生,10,25,333,79,80,13,18,1,320,1,-0.4,-0.4,5,0,-,0,-,1,170,300,10,42,280,0,1,0,0,-,-,-,-,8,0,0,0,0,8,0,1,0,0,0,0,0,0,4,6,0.1,1,5,0,-,2,-,0
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,10,0,1290,304,20,-50.1,69,2,980,4,-0.4,-0.4,22,0,-,0,-,6,890,1100,43,170,1100,1,5,1,0,-,-,-,-,22,0,0,0,0,22,0,4,0,Tr,0,0,0.1,0.1,14,-24,0,12,11,2,-,0,-,2
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,10,0,1136,268,26,-,46,1,370,3,-,-,20,0,-,17,-,8,2700,230,23,82,430,2,3,0,0,-,-,-,-,3,-,-,-,0,3,0,2,0,0,0,0,0,0,9,-15,0,7,1,0,-,0,-,7
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,10,0,856,202,44,-,35,1,280,2,-,-,14,0,-,13,-,7,2400,240,9,34,330,1,2,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,2,0,0,0,0,0.1,0,9,-14,0.1,5,2,0,-,0,-,6
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,10,0,1312,310,23,-16.4,23,3,360,5,-,-,54,0,-,46,-,4,1100,210,65,81,300,1,2,0.5,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,2,0,0,0,0,0,0.1,7,-10,0.1,10,12,0,-,0,-,3
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,10,0,1225,289,27,-14.5,20,1,190,2,-,-,55,0,-,49,-,2,700,230,18,41,260,0,1,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,1,0,0,0,0,0,0.1,7,-9.8,0,3,6,0,-,0,-,2
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,10,0,480,114,67,-,15,3,230,3,-,-,7,0,-,7,-,8,2700,170,16,48,210,1,2,2,0,-,-,-,-,200,Tr,Tr,0,1,200,0,3,0,0,0,Tr,Tr,0.1,3,-5.5,0,17,13,1,-,Tr,-,7
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,10,0,540,127,67,-,21,1,420,2,-,-,9,0,-,8,-,2,700,110,16,38,220,1,3,1,0,-,-,-,-,7,-,-,-,0,7,0,3,0,0,0,0,0,0,2,-5.2,0,4,4,0.2,-,0,-,2
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,10,0,271,64,83,-10.6,15,0,150,1,-0.1,-0.1,5,0,-,0,-,1,250,200,20,43,190,2,3,3,0,-,-,-,-,35,0,9,0,9,36,0,3,0,0,0,0,0,0,3,-5.3,0,2,37,0.7,-,1,-,1
1582,＜いか・たこ類＞　（たこ類）　まだこ　生,10,15,297,70,81,12,16,0,150,1,-0.1,-0.1,5,0,-,0,-,2,280,290,16,55,160,1,2,0.3,0,-,-,-,-,5,-,-,-,0,5,0,2,0,0,0,Tr,0,0,2,4,0,1,4,0,-,Tr,-,1
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,10,0,387,91,76,-15.1,22,0,150,1,-0.1,-0.1,7,0,-,0,-,1,230,240,19,52,120,0,2,0,0,8,28,1,1,5,0,0,0,0,5,0,2,0,0,0,0,0,0,2,-4.6,0,1,2,0,6,Tr,-,1
1584,＜いか・たこ類＞　（たこ類）　みずだこ　生,10,20,258,61,84,9,13,0,100,1,-0.1,-0.1,5,0,-,0,-,2,430,270,19,60,150,0,2,1,0,8,46,0,1,4,0,0,0,0,4,0,1,0,0,0,0,0,0,2,4,0,1,6,0,2,1,-,1
1585,＜その他＞　あみ　つくだ煮,10,0,975,230,35,-,19,1,120,2,-,-,36,-,-,35,-,9,2700,350,490,100,410,7,2,1,1,-,-,-,-,170,0,16,0,16,170,0,5,0,0,0,7,0,0,2,-4.7,0,7,35,1,-,0,-,7
1586,＜その他＞　あみ　塩辛,10,0,264,62,64,-8.6,13,1,140,1,-,-,6,-,-,1,-,22,7800,280,460,82,270,1,1,0.7,0,-,-,-,-,65,0,0,0,0,65,0,2,0,0,0,0,0,0,2,-3.8,0,3,22,1,-,0,-,20
1587,＜その他＞　うに　生うに,10,0,460,109,74,12,16,3,290,5,-3.3,-3,10,0,-,3,-,2,220,340,12,27,390,1,2,0,0,-,-,-,-,0,63,650,23,700,58,0,4,0,Tr,0,27,0.1,0,1,4,0,1,360,1,-,3,-,1
1588,＜その他＞　うに　粒うに,10,0,726,172,52,-,17,4,280,6,-,-,18,0,-,16,-,10,3300,280,46,63,310,1,2,0.1,0,-,-,-,-,Tr,-,-,-,1000,83,0,4,0,5,4,22,0,1,1,-4.9,0,5,98,1,-,0,-,8
1589,＜その他＞　うに　練りうに,10,0,701,166,53,-,14,2,250,3,-,-,23,0,-,22,-,8,2800,230,38,41,220,2,1,0,0,-,-,-,-,Tr,-,-,-,300,25,0,4,0,8,4,15,Tr,0.3,1,-3.5,0,5,87,1,-,0,-,7
1590,＜その他＞　おきあみ　生,10,0,356,84,79,10,15,2,60,3,-0.2,-0.2,6,-,-,0,-,3,420,320,360,85,310,1,1,2.3,0,-,-,-,-,180,-,-,-,16,180,0,3,0,0,0,0,0,0,2,4,0,6,49,0.5,-,2,-,1
1591,＜その他＞　おきあみ　ゆで,10,0,327,78,80,-9.2,14,2,62,3,(Tr),(Tr),6,-,-,Tr,-,3,620,200,350,110,310,1,1,2,0,-,-,-,-,150,-,-,-,13,150,0,2,0,0,0,0,0,0,1,-3.5,0,4,36,0.3,-,1,-,2
1592,＜その他＞　くらげ　塩蔵　塩抜き,10,0,90,21,94,-,5,Tr,31,0,(Tr),(Tr),0,0,-,Tr,-,1,110,1,2,4,26,0,Tr,0,Tr,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,1,0,0,3,0,-,0,-,0
1593,＜その他＞　しゃこ　ゆで,10,0,375,89,77,15,19,1,150,2,-0.2,-0.2,5,0,-,0,-,2,310,230,88,40,250,1,3,3,0,-,-,-,-,180,0,15,0,15,180,0,3,0,0,0,0,0,0,1,5,0,13,15,0.3,-,0,-,1
1594,＜その他＞　なまこ　生,10,20,94,22,92,4,5,0,1,0,-0.5,-0.5,2,0,-,1,-,2,680,54,72,160,25,0,0,0,0,78,37,2,3,0,0,5,0,5,Tr,0,0,0,0,0,0,0,0,0,1,0,2,4,1,3,0,-,2
1595,＜その他＞　なまこ　このわた,10,0,227,54,80,-,11,1,3,2,-0.5,-0.5,2,0,-,1,-,6,1800,330,41,95,170,4,1,0.1,0,-,-,-,-,60,-,-,-,75,66,0,0,0,0,0,23,0.2,0.5,5,7,0,11,78,2,-,0,-,5
1596,＜その他＞　ほや　生,10,80,116,27,89,-,5,1,33,1,-0.8,-0.7,1,0,-,1,-,5,1300,570,32,41,55,6,5,0,-,-,-,-,-,Tr,-,-,-,0,Tr,0,1,0,0,0,0,0,0,1,1,0,4,32,0,-,3,-,3
1597,＜その他＞　ほや　塩辛,10,0,293,69,80,-,12,1,34,1,-,-,4,0,-,4,-,4,1400,79,14,25,75,3,3,0.1,0,-,-,-,-,Tr,-,-,-,0,(Tr),0,1,0,0,0,0,0,0,1,3,0,6,13,0,-,0,-,4
1598,＜水産練り製品＞　かに風味かまぼこ,10,0,378,89,76,-,12,0,17,1,-,-,9,0,-,9,-,3,850,76,120,19,77,0,0,0,0,-,-,-,-,21,0,0,-,0,21,1,1,0,0,0,0,0,0,0,-2.5,0,1,3,0,-,1,-,2
1599,＜水産練り製品＞　黒はんぺん,10,0,501,119,70,10,11,2,35,3,14,13,15,1,0,14,-,2,560,110,110,17,150,1,1,0,0,13,30,2,2,4,0,0,0,0,4,5,0,0,0,0,Tr,Tr,0.1,2,5,0.1,5,3,0,4,0,-,1
1600,＜水産練り製品＞　昆布巻きかまぼこ,10,0,353,83,76,-,9,0,17,1,-,-,11,-,-,11,-,3,950,430,70,39,55,0,0,0,0,-,-,-,-,Tr,-,-,-,75,6,Tr,0,0,0,0,0,0,0,0,2,0,0,7,0,-,Tr,-,2
1601,＜水産練り製品＞　す巻きかまぼこ,10,0,378,89,76,-,12,1,19,1,-,-,9,0,-,9,-,3,870,85,25,13,60,0,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),1,0,0,0,0,0,Tr,0,1,-2.8,0,1,2,0,-,0,-,2
1602,＜水産練り製品＞　蒸しかまぼこ,10,0,394,93,74,11,12,1,15,1,-,-,11,0,-,10,-,3,1000,110,25,14,60,0,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),2,0,0,0,0,0,Tr,0,1,3,0,0,5,0,-,0,-,3
1603,＜水産練り製品＞　焼き抜きかまぼこ,10,0,434,102,73,-,16,1,27,1,-,-,8,0,-,7,-,3,930,100,25,16,60,0,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),2,0,0,0,0,0,0,0,1,-3.8,0,0,2,0,-,0,-,2
1604,＜水産練り製品＞　焼き竹輪,10,0,506,119,70,-,12,2,25,2,-,-,14,0,-,14,-,2,830,95,15,15,110,1,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),1,0,0,1,0,0,0,0,1,-3.1,0,1,4,0,-,0,-,2
1605,＜水産練り製品＞　だて巻,10,0,800,190,59,-,15,6,180,8,-,-,19,0,-,18,-,2,350,110,25,11,120,1,1,0,0,-,-,-,-,60,-,-,-,Tr,60,1,2,0,1,0,0,0,0.2,0,3,0,0,16,1,-,0,-,1
1606,＜水産練り製品＞　つみれ,10,0,440,104,75,-,12,3,40,4,-,-,8,0,-,7,-,2,570,180,60,17,120,1,1,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),5,0,0,0,0,0,0,0.2,5,7,0,2,3,0,-,0,-,1
1607,＜水産練り製品＞　なると,10,0,339,80,78,-,8,0,17,0,-,-,12,0,-,12,-,3,800,160,15,11,110,1,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),Tr,0,0,0,0,0,Tr,0,1,2,Tr,0,1,0,-,0,-,2
1608,＜水産練り製品＞　はんぺん,10,0,396,93,76,-,10,1,15,1,-,-,12,0,-,11,-,2,590,160,15,13,110,1,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),Tr,0,0,1,0,0,Tr,0,1,2,0,0,7,0.1,-,0,-,2
1609,＜水産練り製品＞　さつま揚げ,10,0,571,135,68,-,13,3,20,4,-,-,15,0,-,14,-,2,730,60,60,14,70,1,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),1,0,Tr,1,0,0,0,0.1,1,3,0,1,5,0,-,0,-,2
1610,＜水産練り製品＞　魚肉ハム,10,0,653,155,66,-,13,6,28,7,-,-,12,0,-,11,-,3,900,110,45,15,50,1,1,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),2,1,0,1,0,0,0.2,0.6,5,-7.3,0,0,5,0,-,0,-,2
1611,＜水産練り製品＞　魚肉ソーセージ,10,0,662,158,66,10,12,7,30,7,-,-,15,0,-,13,-,3,810,70,100,11,200,1,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),1,0,0,0,0,0,0.2,0.6,5,7,0,0,4,0,-,0,-,2
1612,＜畜肉類＞　いのしし　肉　脂身つき　生,11,0,1014,244,60,-,19,19,86,20,-0.5,-0.5,2,0,-,1,-,1,45,270,4,20,170,3,3,0,0,0,11,Tr,1,4,-,-,-,Tr,4,0,1,0,0,0,1,0,0,5,-9,0,2,1,1,5,1,-,0
